app,kernel,class,k_bw,c_ratio,speedup
pb_syrk,syrk_kernel,G3-l2-reuse,8.0,0.75,0.739
pb_syrk,syrk_kernel,G3-l2-reuse,8.0,1.0,0.98
pb_syrk,syrk_kernel,G3-l2-reuse,16.0,0.25,0.249
pb_syrk,syrk_kernel,G3-l2-reuse,16.0,0.5,0.495
pb_syrk,syrk_kernel,G3-l2-reuse,16.0,0.75,0.739
pb_syrk,syrk_kernel,G3-l2-reuse,16.0,1.0,0.98
rod_gaussian,Fan2,G3-l2-reuse,2.0,0.25,0.254
rod_gaussian,Fan2,G3-l2-reuse,2.0,0.5,0.502
rod_gaussian,Fan2,G3-l2-reuse,2.0,0.75,0.744
rod_gaussian,Fan2,G3-l2-reuse,2.0,1.0,0.98
rod_gaussian,Fan2,G3-l2-reuse,4.0,0.25,0.254
rod_gaussian,Fan2,G3-l2-reuse,4.0,0.5,0.502
rod_gaussian,Fan2,G3-l2-reuse,4.0,0.75,0.744
rod_gaussian,Fan2,G3-l2-reuse,4.0,1.0,0.98
rod_gaussian,Fan2,G3-l2-reuse,8.0,0.25,0.254
rod_gaussian,Fan2,G3-l2-reuse,8.0,0.5,0.502
rod_gaussian,Fan2,G3-l2-reuse,8.0,0.75,0.744
rod_gaussian,Fan2,G3-l2-reuse,8.0,1.0,0.98
rod_gaussian,Fan2,G3-l2-reuse,16.0,0.25,0.254
rod_gaussian,Fan2,G3-l2-reuse,16.0,0.5,0.502
rod_gaussian,Fan2,G3-l2-reuse,16.0,0.75,0.744
rod_gaussian,Fan2,G3-l2-reuse,16.0,1.0,0.98
rod_gaussian,Fan1,G2-coalescing,2.0,0.25,0.296
rod_gaussian,Fan1,G2-coalescing,2.0,0.5,0.554
rod_gaussian,Fan1,G2-coalescing,2.0,0.75,0.78
rod_gaussian,Fan1,G2-coalescing,2.0,1.0,0.98
rod_gaussian,Fan1,G2-coalescing,4.0,0.25,0.296
rod_gaussian,Fan1,G2-coalescing,4.0,0.5,0.554
rod_gaussian,Fan1,G2-coalescing,4.0,0.75,0.78
rod_gaussian,Fan1,G2-coalescing,4.0,1.0,0.98
rod_gaussian,Fan1,G2-coalescing,8.0,0.25,0.296
rod_gaussian,Fan1,G2-coalescing,8.0,0.5,0.554
rod_gaussian,Fan1,G2-coalescing,8.0,0.75,0.78
rod_gaussian,Fan1,G2-coalescing,8.0,1.0,0.98
rod_gaussian,Fan1,G2-coalescing,16.0,0.25,0.296
rod_gaussian,Fan1,G2-coalescing,16.0,0.5,0.554
rod_gaussian,Fan1,G2-coalescing,16.0,0.75,0.78
rod_gaussian,Fan1,G2-coalescing,16.0,1.0,0.98
rod_lud,lud_internal,G1-bandwidth,2.0,0.25,0.336
rod_lud,lud_internal,G1-bandwidth,2.0,0.5,0.625
rod_lud,lud_internal,G1-bandwidth,2.0,0.75,0.877
rod_lud,lud_internal,G1-bandwidth,2.0,1.0,1.099
rod_lud,lud_internal,G1-bandwidth,4.0,0.25,0.342
rod_lud,lud_internal,G1-bandwidth,4.0,0.5,0.648
rod_lud,lud_internal,G1-bandwidth,4.0,0.75,0.922
rod_lud,lud_internal,G1-bandwidth,4.0,1.0,1.169
rod_lud,lud_internal,G1-bandwidth,8.0,0.25,0.345
rod_lud,lud_internal,G1-bandwidth,8.0,0.5,0.659
rod_lud,lud_internal,G1-bandwidth,8.0,0.75,0.946
rod_lud,lud_internal,G1-bandwidth,8.0,1.0,1.208
rod_lud,lud_internal,G1-bandwidth,16.0,0.25,0.347
rod_lud,lud_internal,G1-bandwidth,16.0,0.5,0.665
rod_lud,lud_internal,G1-bandwidth,16.0,0.75,0.958
rod_lud,lud_internal,G1-bandwidth,16.0,1.0,1.228
rod_lud,lud_perimeter,G6-onchip,2.0,0.25,0.261
rod_lud,lud_perimeter,G6-onchip,2.0,0.5,0.512
rod_lud,lud_perimeter,G6-onchip,2.0,0.75,0.755
rod_lud,lud_perimeter,G6-onchip,2.0,1.0,0.99
rod_lud,lud_perimeter,G6-onchip,4.0,0.25,0.261
rod_lud,lud_perimeter,G6-onchip,4.0,0.5,0.514
rod_lud,lud_perimeter,G6-onchip,4.0,0.75,0.758
rod_lud,lud_perimeter,G6-onchip,4.0,1.0,0.995
rod_lud,lud_perimeter,G6-onchip,8.0,0.25,0.261
rod_lud,lud_perimeter,G6-onchip,8.0,0.5,0.514
rod_lud,lud_perimeter,G6-onchip,8.0,0.75,0.76
rod_lud,lud_perimeter,G6-onchip,8.0,1.0,0.998
rod_lud,lud_perimeter,G6-onchip,16.0,0.25,0.261
rod_lud,lud_perimeter,G6-onchip,16.0,0.5,0.515
rod_lud,lud_perimeter,G6-onchip,16.0,0.75,0.76
rod_lud,lud_perimeter,G6-onchip,16.0,1.0,0.999
rod_lud,lud_diagonal,G7-dependency,2.0,0.25,0.261
rod_lud,lud_diagonal,G7-dependency,2.0,0.5,0.513
rod_lud,lud_diagonal,G7-dependency,2.0,0.75,0.754
rod_lud,lud_diagonal,G7-dependency,2.0,1.0,0.987
rod_lud,lud_diagonal,G7-dependency,4.0,0.25,0.262
rod_lud,lud_diagonal,G7-dependency,4.0,0.5,0.514
rod_lud,lud_diagonal,G7-dependency,4.0,0.75,0.757
rod_lud,lud_diagonal,G7-dependency,4.0,1.0,0.991
rod_lud,lud_diagonal,G7-dependency,8.0,0.25,0.262
rod_lud,lud_diagonal,G7-dependency,8.0,0.5,0.514
rod_lud,lud_diagonal,G7-dependency,8.0,0.75,0.758
rod_lud,lud_diagonal,G7-dependency,8.0,1.0,0.993
rod_lud,lud_diagonal,G7-dependency,16.0,0.25,0.262
rod_lud,lud_diagonal,G7-dependency,16.0,0.5,0.514
rod_lud,lud_diagonal,G7-dependency,16.0,0.75,0.758
rod_lud,lud_diagonal,G7-dependency,16.0,1.0,0.994
rod_nw,needle_cuda_shared_1,G4-latency,2.0,0.25,0.345
rod_nw,needle_cuda_shared_1,G4-latency,2.0,0.5,0.608
rod_nw,needle_cuda_shared_1,G4-latency,2.0,0.75,0.815
rod_nw,needle_cuda_shared_1,G4-latency,2.0,1.0,0.983
rod_nw,needle_cuda_shared_1,G4-latency,4.0,0.25,0.345
rod_nw,needle_cuda_shared_1,G4-latency,4.0,0.5,0.608
rod_nw,needle_cuda_shared_1,G4-latency,4.0,0.75,0.816
rod_nw,needle_cuda_shared_1,G4-latency,4.0,1.0,0.984
rod_nw,needle_cuda_shared_1,G4-latency,8.0,0.25,0.345
rod_nw,needle_cuda_shared_1,G4-latency,8.0,0.5,0.609
rod_nw,needle_cuda_shared_1,G4-latency,8.0,0.75,0.816
rod_nw,needle_cuda_shared_1,G4-latency,8.0,1.0,0.984
rod_nw,needle_cuda_shared_1,G4-latency,16.0,0.25,0.345
rod_nw,needle_cuda_shared_1,G4-latency,16.0,0.5,0.609
rod_nw,needle_cuda_shared_1,G4-latency,16.0,0.75,0.816
rod_nw,needle_cuda_shared_1,G4-latency,16.0,1.0,0.984
rod_particlefilter,find_index_kernel,G5-compute,2.0,0.25,0.249
rod_particlefilter,find_index_kernel,G5-compute,2.0,0.5,0.495
rod_particlefilter,find_index_kernel,G5-compute,2.0,0.75,0.736
rod_particlefilter,find_index_kernel,G5-compute,2.0,1.0,0.975
rod_particlefilter,find_index_kernel,G5-compute,4.0,0.25,0.249
rod_particlefilter,find_index_kernel,G5-compute,4.0,0.5,0.495
rod_particlefilter,find_index_kernel,G5-compute,4.0,0.75,0.736
rod_particlefilter,find_index_kernel,G5-compute,4.0,1.0,0.975
rod_particlefilter,find_index_kernel,G5-compute,8.0,0.25,0.249
rod_particlefilter,find_index_kernel,G5-compute,8.0,0.5,0.495
rod_particlefilter,find_index_kernel,G5-compute,8.0,0.75,0.736
rod_particlefilter,find_index_kernel,G5-compute,8.0,1.0,0.975
rod_particlefilter,find_index_kernel,G5-compute,16.0,0.25,0.249
rod_particlefilter,find_index_kernel,G5-compute,16.0,0.5,0.495
rod_particlefilter,find_index_kernel,G5-compute,16.0,0.75,0.736
rod_particlefilter,find_index_kernel,G5-compute,16.0,1.0,0.975
rod_particlefilter,likelihood_kernel,G5-compute,2.0,0.25,0.249
rod_particlefilter,likelihood_kernel,G5-compute,2.0,0.5,0.495
rod_particlefilter,likelihood_kernel,G5-compute,2.0,0.75,0.739
rod_particlefilter,likelihood_kernel,G5-compute,2.0,1.0,0.98
rod_particlefilter,likelihood_kernel,G5-compute,4.0,0.25,0.249
rod_particlefilter,likelihood_kernel,G5-compute,4.0,0.5,0.495
rod_particlefilter,likelihood_kernel,G5-compute,4.0,0.75,0.739
rod_particlefilter,likelihood_kernel,G5-compute,4.0,1.0,0.98
rod_particlefilter,likelihood_kernel,G5-compute,8.0,0.25,0.249
rod_particlefilter,likelihood_kernel,G5-compute,8.0,0.5,0.495
rod_particlefilter,likelihood_kernel,G5-compute,8.0,0.75,0.739
rod_particlefilter,likelihood_kernel,G5-compute,8.0,1.0,0.98
rod_particlefilter,likelihood_kernel,G5-compute,16.0,0.25,0.249
rod_particlefilter,likelihood_kernel,G5-compute,16.0,0.5,0.495
rod_particlefilter,likelihood_kernel,G5-compute,16.0,0.75,0.739
rod_particlefilter,likelihood_kernel,G5-compute,16.0,1.0,0.98
rod_particlefilter,normalize_weights_kernel,G0-nosignal,2.0,0.25,0.28
rod_particlefilter,normalize_weights_kernel,G0-nosignal,2.0,0.5,0.534
rod_particlefilter,normalize_weights_kernel,G0-nosignal,2.0,0.75,0.767
rod_particlefilter,normalize_weights_kernel,G0-nosignal,2.0,1.0,0.98
rod_particlefilter,normalize_weights_kernel,G0-nosignal,4.0,0.25,0.28
rod_particlefilter,normalize_weights_kernel,G0-nosignal,4.0,0.5,0.534
rod_particlefilter,normalize_weights_kernel,G0-nosignal,4.0,0.75,0.767
rod_particlefilter,normalize_weights_kernel,G0-nosignal,4.0,1.0,0.98
rod_particlefilter,normalize_weights_kernel,G0-nosignal,8.0,0.25,0.28
rod_particlefilter,normalize_weights_kernel,G0-nosignal,8.0,0.5,0.534
rod_particlefilter,normalize_weights_kernel,G0-nosignal,8.0,0.75,0.767
rod_particlefilter,normalize_weights_kernel,G0-nosignal,8.0,1.0,0.98
rod_particlefilter,normalize_weights_kernel,G0-nosignal,16.0,0.25,0.28
rod_particlefilter,normalize_weights_kernel,G0-nosignal,16.0,0.5,0.534
rod_particlefilter,normalize_weights_kernel,G0-nosignal,16.0,0.75,0.767
rod_particlefilter,normalize_weights_kernel,G0-nosignal,16.0,1.0,0.98
rod_particlefilter,sum_kernel,G6-onchip,2.0,0.25,0.284
rod_particlefilter,sum_kernel,G6-onchip,2.0,0.5,0.543
rod_particlefilter,sum_kernel,G6-onchip,2.0,0.75,0.779
rod_particlefilter,sum_kernel,G6-onchip,2.0,1.0,0.995
rod_particlefilter,sum_kernel,G6-onchip,4.0,0.25,0.285
rod_particlefilter,sum_kernel,G6-onchip,4.0,0.5,0.545
rod_particlefilter,sum_kernel,G6-onchip,4.0,0.75,0.783
rod_particlefilter,sum_kernel,G6-onchip,4.0,1.0,1.002
rod_particlefilter,sum_kernel,G6-onchip,8.0,0.25,0.285
rod_particlefilter,sum_kernel,G6-onchip,8.0,0.5,0.546
rod_particlefilter,sum_kernel,G6-onchip,8.0,0.75,0.786
rod_particlefilter,sum_kernel,G6-onchip,8.0,1.0,1.006
rod_particlefilter,sum_kernel,G6-onchip,16.0,0.25,0.285
rod_particlefilter,sum_kernel,G6-onchip,16.0,0.5,0.547
rod_particlefilter,sum_kernel,G6-onchip,16.0,0.75,0.787
rod_particlefilter,sum_kernel,G6-onchip,16.0,1.0,1.008
rod_streamcluster,kernel_compute_cost,G1-bandwidth,2.0,0.25,0.274
rod_streamcluster,kernel_compute_cost,G1-bandwidth,2.0,0.5,0.528
rod_streamcluster,kernel_compute_cost,G1-bandwidth,2.0,0.75,0.762
rod_streamcluster,kernel_compute_cost,G1-bandwidth,2.0,1.0,0.98
rod_streamcluster,kernel_compute_cost,G1-bandwidth,4.0,0.25,0.274
rod_streamcluster,kernel_compute_cost,G1-bandwidth,4.0,0.5,0.528
rod_streamcluster,kernel_compute_cost,G1-bandwidth,4.0,0.75,0.762
rod_streamcluster,kernel_compute_cost,G1-bandwidth,4.0,1.0,0.98
rod_streamcluster,kernel_compute_cost,G1-bandwidth,8.0,0.25,0.274
rod_streamcluster,kernel_compute_cost,G1-bandwidth,8.0,0.5,0.528
rod_streamcluster,kernel_compute_cost,G1-bandwidth,8.0,0.75,0.762
rod_streamcluster,kernel_compute_cost,G1-bandwidth,8.0,1.0,0.98
rod_streamcluster,kernel_compute_cost,G1-bandwidth,16.0,0.25,0.274
rod_streamcluster,kernel_compute_cost,G1-bandwidth,16.0,0.5,0.528
rod_streamcluster,kernel_compute_cost,G1-bandwidth,16.0,0.75,0.762
rod_streamcluster,kernel_compute_cost,G1-bandwidth,16.0,1.0,0.98
hb_accuracy,accuracy_kernel,G1-bandwidth,2.0,0.25,1.344
hb_accuracy,accuracy_kernel,G1-bandwidth,2.0,0.5,1.579
hb_accuracy,accuracy_kernel,G1-bandwidth,2.0,0.75,1.677
hb_accuracy,accuracy_kernel,G1-bandwidth,2.0,1.0,1.73
hb_accuracy,accuracy_kernel,G1-bandwidth,4.0,0.25,1.913
hb_accuracy,accuracy_kernel,G1-bandwidth,4.0,0.5,2.425
hb_accuracy,accuracy_kernel,G1-bandwidth,4.0,0.75,2.663
hb_accuracy,accuracy_kernel,G1-bandwidth,4.0,1.0,2.801
hb_accuracy,accuracy_kernel,G1-bandwidth,8.0,0.25,2.425
hb_accuracy,accuracy_kernel,G1-bandwidth,8.0,0.5,3.313
hb_accuracy,accuracy_kernel,G1-bandwidth,8.0,0.75,3.773
hb_accuracy,accuracy_kernel,G1-bandwidth,8.0,1.0,4.055
hb_accuracy,accuracy_kernel,G1-bandwidth,16.0,0.25,2.8
hb_accuracy,accuracy_kernel,G1-bandwidth,16.0,0.5,4.055
hb_accuracy,accuracy_kernel,G1-bandwidth,16.0,0.75,4.767
hb_accuracy,accuracy_kernel,G1-bandwidth,16.0,1.0,5.226
hb_adam,adam,G5-compute,2.0,0.25,0.25
hb_adam,adam,G5-compute,2.0,0.5,0.496
hb_adam,adam,G5-compute,2.0,0.75,0.74
hb_adam,adam,G5-compute,2.0,1.0,0.98
hb_adam,adam,G5-compute,4.0,0.25,0.25
hb_adam,adam,G5-compute,4.0,0.5,0.496
hb_adam,adam,G5-compute,4.0,0.75,0.74
hb_adam,adam,G5-compute,4.0,1.0,0.98
hb_adam,adam,G5-compute,8.0,0.25,0.25
hb_adam,adam,G5-compute,8.0,0.5,0.496
hb_adam,adam,G5-compute,8.0,0.75,0.74
hb_adam,adam,G5-compute,8.0,1.0,0.98
hb_adam,adam,G5-compute,16.0,0.25,0.25
hb_adam,adam,G5-compute,16.0,0.5,0.496
hb_adam,adam,G5-compute,16.0,0.75,0.74
hb_adam,adam,G5-compute,16.0,1.0,0.98
hb_adamw,fused_4bit_kernel,G1-bandwidth,2.0,0.25,0.252
hb_adamw,fused_4bit_kernel,G1-bandwidth,2.0,0.5,0.499
hb_adamw,fused_4bit_kernel,G1-bandwidth,2.0,0.75,0.742
hb_adamw,fused_4bit_kernel,G1-bandwidth,2.0,1.0,0.98
hb_adamw,fused_4bit_kernel,G1-bandwidth,4.0,0.25,0.252
hb_adamw,fused_4bit_kernel,G1-bandwidth,4.0,0.5,0.499
hb_adamw,fused_4bit_kernel,G1-bandwidth,4.0,0.75,0.742
hb_adamw,fused_4bit_kernel,G1-bandwidth,4.0,1.0,0.981
hb_adamw,fused_4bit_kernel,G1-bandwidth,8.0,0.25,0.252
hb_adamw,fused_4bit_kernel,G1-bandwidth,8.0,0.5,0.499
hb_adamw,fused_4bit_kernel,G1-bandwidth,8.0,0.75,0.742
hb_adamw,fused_4bit_kernel,G1-bandwidth,8.0,1.0,0.981
hb_adamw,fused_4bit_kernel,G1-bandwidth,16.0,0.25,0.252
hb_adamw,fused_4bit_kernel,G1-bandwidth,16.0,0.5,0.499
hb_adamw,fused_4bit_kernel,G1-bandwidth,16.0,0.75,0.742
hb_adamw,fused_4bit_kernel,G1-bandwidth,16.0,1.0,0.981
hb_adv,advCubatureHex3D,G5-compute,2.0,0.25,0.251
hb_adv,advCubatureHex3D,G5-compute,2.0,0.5,0.499
hb_adv,advCubatureHex3D,G5-compute,2.0,0.75,0.744
hb_adv,advCubatureHex3D,G5-compute,2.0,1.0,0.986
hb_adv,advCubatureHex3D,G5-compute,4.0,0.25,0.251
hb_adv,advCubatureHex3D,G5-compute,4.0,0.5,0.5
hb_adv,advCubatureHex3D,G5-compute,4.0,0.75,0.745
hb_adv,advCubatureHex3D,G5-compute,4.0,1.0,0.988
hb_adv,advCubatureHex3D,G5-compute,8.0,0.25,0.251
hb_adv,advCubatureHex3D,G5-compute,8.0,0.5,0.5
hb_adv,advCubatureHex3D,G5-compute,8.0,0.75,0.746
hb_adv,advCubatureHex3D,G5-compute,8.0,1.0,0.989
hb_adv,advCubatureHex3D,G5-compute,16.0,0.25,0.251
hb_adv,advCubatureHex3D,G5-compute,16.0,0.5,0.5
hb_adv,advCubatureHex3D,G5-compute,16.0,0.75,0.746
hb_adv,advCubatureHex3D,G5-compute,16.0,1.0,0.99
hb_affine,affine,G2-coalescing,2.0,0.25,0.278
hb_affine,affine,G2-coalescing,2.0,0.5,0.532
hb_affine,affine,G2-coalescing,2.0,0.75,0.766
hb_affine,affine,G2-coalescing,2.0,1.0,0.981
hb_affine,affine,G2-coalescing,4.0,0.25,0.278
hb_affine,affine,G2-coalescing,4.0,0.5,0.533
hb_affine,affine,G2-coalescing,4.0,0.75,0.766
hb_affine,affine,G2-coalescing,4.0,1.0,0.982
hb_affine,affine,G2-coalescing,8.0,0.25,0.278
hb_affine,affine,G2-coalescing,8.0,0.5,0.533
hb_affine,affine,G2-coalescing,8.0,0.75,0.766
hb_affine,affine,G2-coalescing,8.0,1.0,0.982
hb_affine,affine,G2-coalescing,16.0,0.25,0.278
hb_affine,affine,G2-coalescing,16.0,0.5,0.533
hb_affine,affine,G2-coalescing,16.0,0.75,0.767
hb_affine,affine,G2-coalescing,16.0,1.0,0.982
hb_aidw,AIDW_Kernel,G3-l2-reuse,2.0,0.25,0.25
hb_aidw,AIDW_Kernel,G3-l2-reuse,2.0,0.5,0.496
hb_aidw,AIDW_Kernel,G3-l2-reuse,2.0,0.75,0.74
hb_aidw,AIDW_Kernel,G3-l2-reuse,2.0,1.0,0.98
hb_aidw,AIDW_Kernel,G3-l2-reuse,4.0,0.25,0.25
hb_aidw,AIDW_Kernel,G3-l2-reuse,4.0,0.5,0.496
hb_aidw,AIDW_Kernel,G3-l2-reuse,4.0,0.75,0.74
hb_aidw,AIDW_Kernel,G3-l2-reuse,4.0,1.0,0.98
hb_aidw,AIDW_Kernel,G3-l2-reuse,8.0,0.25,0.25
hb_aidw,AIDW_Kernel,G3-l2-reuse,8.0,0.5,0.496
hb_aidw,AIDW_Kernel,G3-l2-reuse,8.0,0.75,0.74
hb_aidw,AIDW_Kernel,G3-l2-reuse,8.0,1.0,0.98
hb_aidw,AIDW_Kernel,G3-l2-reuse,16.0,0.25,0.25
hb_aidw,AIDW_Kernel,G3-l2-reuse,16.0,0.5,0.496
hb_aidw,AIDW_Kernel,G3-l2-reuse,16.0,0.75,0.74
hb_aidw,AIDW_Kernel,G3-l2-reuse,16.0,1.0,0.98
hb_aidw,AIDW_Kernel_Tiled,G5-compute,2.0,0.25,0.249
hb_aidw,AIDW_Kernel_Tiled,G5-compute,2.0,0.5,0.495
hb_aidw,AIDW_Kernel_Tiled,G5-compute,2.0,0.75,0.739
hb_aidw,AIDW_Kernel_Tiled,G5-compute,2.0,1.0,0.98
hb_aidw,AIDW_Kernel_Tiled,G5-compute,4.0,0.25,0.249
hb_aidw,AIDW_Kernel_Tiled,G5-compute,4.0,0.5,0.495
hb_aidw,AIDW_Kernel_Tiled,G5-compute,4.0,0.75,0.739
hb_aidw,AIDW_Kernel_Tiled,G5-compute,4.0,1.0,0.98
hb_aidw,AIDW_Kernel_Tiled,G5-compute,8.0,0.25,0.249
hb_aidw,AIDW_Kernel_Tiled,G5-compute,8.0,0.5,0.495
hb_aidw,AIDW_Kernel_Tiled,G5-compute,8.0,0.75,0.739
hb_aidw,AIDW_Kernel_Tiled,G5-compute,8.0,1.0,0.98
hb_aidw,AIDW_Kernel_Tiled,G5-compute,16.0,0.25,0.249
hb_aidw,AIDW_Kernel_Tiled,G5-compute,16.0,0.5,0.495
hb_aidw,AIDW_Kernel_Tiled,G5-compute,16.0,0.75,0.739
hb_aidw,AIDW_Kernel_Tiled,G5-compute,16.0,1.0,0.98
hb_aligned_types,testKernel,G1-bandwidth,2.0,0.25,0.823
hb_aligned_types,testKernel,G1-bandwidth,2.0,0.5,1.171
hb_aligned_types,testKernel,G1-bandwidth,2.0,0.75,1.363
hb_aligned_types,testKernel,G1-bandwidth,2.0,1.0,1.485
hb_aligned_types,testKernel,G1-bandwidth,4.0,0.25,0.96
hb_aligned_types,testKernel,G1-bandwidth,4.0,0.5,1.47
hb_aligned_types,testKernel,G1-bandwidth,4.0,0.75,1.786
hb_aligned_types,testKernel,G1-bandwidth,4.0,1.0,2.0
hb_aligned_types,testKernel,G1-bandwidth,8.0,0.25,1.047
hb_aligned_types,testKernel,G1-bandwidth,8.0,0.5,1.684
hb_aligned_types,testKernel,G1-bandwidth,8.0,0.75,2.113
hb_aligned_types,testKernel,G1-bandwidth,8.0,1.0,2.42
hb_aligned_types,testKernel,G1-bandwidth,16.0,0.25,1.097
hb_aligned_types,testKernel,G1-bandwidth,16.0,0.5,1.817
hb_aligned_types,testKernel,G1-bandwidth,16.0,0.75,2.325
hb_aligned_types,testKernel,G1-bandwidth,16.0,1.0,2.704
hb_all_pairs_distance,k1,G3-l2-reuse,2.0,0.25,0.259
hb_all_pairs_distance,k1,G3-l2-reuse,2.0,0.5,0.508
hb_all_pairs_distance,k1,G3-l2-reuse,2.0,0.75,0.749
hb_all_pairs_distance,k1,G3-l2-reuse,2.0,1.0,0.98
hb_all_pairs_distance,k1,G3-l2-reuse,4.0,0.25,0.259
hb_all_pairs_distance,k1,G3-l2-reuse,4.0,0.5,0.508
hb_all_pairs_distance,k1,G3-l2-reuse,4.0,0.75,0.749
hb_all_pairs_distance,k1,G3-l2-reuse,4.0,1.0,0.98
hb_all_pairs_distance,k1,G3-l2-reuse,8.0,0.25,0.259
hb_all_pairs_distance,k1,G3-l2-reuse,8.0,0.5,0.508
hb_all_pairs_distance,k1,G3-l2-reuse,8.0,0.75,0.749
hb_all_pairs_distance,k1,G3-l2-reuse,8.0,1.0,0.981
hb_all_pairs_distance,k1,G3-l2-reuse,16.0,0.25,0.259
hb_all_pairs_distance,k1,G3-l2-reuse,16.0,0.5,0.508
hb_all_pairs_distance,k1,G3-l2-reuse,16.0,0.75,0.749
hb_all_pairs_distance,k1,G3-l2-reuse,16.0,1.0,0.981
hb_amgmk,relax,G1-bandwidth,2.0,0.25,0.268
hb_amgmk,relax,G1-bandwidth,2.0,0.5,0.52
hb_amgmk,relax,G1-bandwidth,2.0,0.75,0.756
hb_amgmk,relax,G1-bandwidth,2.0,1.0,0.979
hb_amgmk,relax,G1-bandwidth,4.0,0.25,0.268
hb_amgmk,relax,G1-bandwidth,4.0,0.5,0.52
hb_amgmk,relax,G1-bandwidth,4.0,0.75,0.756
hb_amgmk,relax,G1-bandwidth,4.0,1.0,0.979
hb_amgmk,relax,G1-bandwidth,8.0,0.25,0.268
hb_amgmk,relax,G1-bandwidth,8.0,0.5,0.52
hb_amgmk,relax,G1-bandwidth,8.0,0.75,0.756
hb_amgmk,relax,G1-bandwidth,8.0,1.0,0.979
hb_amgmk,relax,G1-bandwidth,16.0,0.25,0.268
hb_amgmk,relax,G1-bandwidth,16.0,0.5,0.52
hb_amgmk,relax,G1-bandwidth,16.0,0.75,0.756
hb_amgmk,relax,G1-bandwidth,16.0,1.0,0.979
hb_aobench,render_kernel,G5-compute,2.0,0.25,0.25
hb_aobench,render_kernel,G5-compute,2.0,0.5,0.496
hb_aobench,render_kernel,G5-compute,2.0,0.75,0.74
hb_aobench,render_kernel,G5-compute,2.0,1.0,0.98
hb_aobench,render_kernel,G5-compute,4.0,0.25,0.25
hb_aobench,render_kernel,G5-compute,4.0,0.5,0.496
hb_aobench,render_kernel,G5-compute,4.0,0.75,0.74
hb_aobench,render_kernel,G5-compute,4.0,1.0,0.98
hb_aobench,render_kernel,G5-compute,8.0,0.25,0.25
hb_aobench,render_kernel,G5-compute,8.0,0.5,0.496
hb_aobench,render_kernel,G5-compute,8.0,0.75,0.74
hb_aobench,render_kernel,G5-compute,8.0,1.0,0.98
hb_aobench,render_kernel,G5-compute,16.0,0.25,0.25
hb_aobench,render_kernel,G5-compute,16.0,0.5,0.496
hb_aobench,render_kernel,G5-compute,16.0,0.75,0.74
hb_aobench,render_kernel,G5-compute,16.0,1.0,0.98
hb_aop,compute_partial_beta_kernel,G5-compute,2.0,0.25,0.251
hb_aop,compute_partial_beta_kernel,G5-compute,2.0,0.5,0.498
hb_aop,compute_partial_beta_kernel,G5-compute,2.0,0.75,0.741
hb_aop,compute_partial_beta_kernel,G5-compute,2.0,1.0,0.98
hb_aop,compute_partial_beta_kernel,G5-compute,4.0,0.25,0.251
hb_aop,compute_partial_beta_kernel,G5-compute,4.0,0.5,0.498
hb_aop,compute_partial_beta_kernel,G5-compute,4.0,0.75,0.741
hb_aop,compute_partial_beta_kernel,G5-compute,4.0,1.0,0.98
hb_aop,compute_partial_beta_kernel,G5-compute,8.0,0.25,0.251
hb_aop,compute_partial_beta_kernel,G5-compute,8.0,0.5,0.498
hb_aop,compute_partial_beta_kernel,G5-compute,8.0,0.75,0.741
hb_aop,compute_partial_beta_kernel,G5-compute,8.0,1.0,0.98
hb_aop,compute_partial_beta_kernel,G5-compute,16.0,0.25,0.251
hb_aop,compute_partial_beta_kernel,G5-compute,16.0,0.5,0.498
hb_aop,compute_partial_beta_kernel,G5-compute,16.0,0.75,0.741
hb_aop,compute_partial_beta_kernel,G5-compute,16.0,1.0,0.98
hb_aop,prepare_svd_kernel,G0-nosignal,2.0,0.25,0.253
hb_aop,prepare_svd_kernel,G0-nosignal,2.0,0.5,0.5
hb_aop,prepare_svd_kernel,G0-nosignal,2.0,0.75,0.74
hb_aop,prepare_svd_kernel,G0-nosignal,2.0,1.0,0.974
hb_aop,prepare_svd_kernel,G0-nosignal,4.0,0.25,0.254
hb_aop,prepare_svd_kernel,G0-nosignal,4.0,0.5,0.504
hb_aop,prepare_svd_kernel,G0-nosignal,4.0,0.75,0.749
hb_aop,prepare_svd_kernel,G0-nosignal,4.0,1.0,0.99
hb_aop,prepare_svd_kernel,G0-nosignal,8.0,0.25,0.255
hb_aop,prepare_svd_kernel,G0-nosignal,8.0,0.5,0.506
hb_aop,prepare_svd_kernel,G0-nosignal,8.0,0.75,0.754
hb_aop,prepare_svd_kernel,G0-nosignal,8.0,1.0,0.998
hb_aop,prepare_svd_kernel,G0-nosignal,16.0,0.25,0.255
hb_aop,prepare_svd_kernel,G0-nosignal,16.0,0.5,0.507
hb_aop,prepare_svd_kernel,G0-nosignal,16.0,0.75,0.756
hb_aop,prepare_svd_kernel,G0-nosignal,16.0,1.0,1.002
hb_aop,generate_paths_kernel,G5-compute,2.0,0.25,0.249
hb_aop,generate_paths_kernel,G5-compute,2.0,0.5,0.495
hb_aop,generate_paths_kernel,G5-compute,2.0,0.75,0.739
hb_aop,generate_paths_kernel,G5-compute,2.0,1.0,0.981
hb_aop,generate_paths_kernel,G5-compute,4.0,0.25,0.249
hb_aop,generate_paths_kernel,G5-compute,4.0,0.5,0.495
hb_aop,generate_paths_kernel,G5-compute,4.0,0.75,0.739
